pileno,pileseq,markno,unitw,topile
A18,095,SP-RT-A18-095,4.636428352,cn1
A18,096,SP-RT-A18-096,6.42108933,cn1
A18,097,SP-RT-A18-097,12.76556778,cn1
A18,098,SP-RT-A18-098,16.97361989,cn1
A18,099,SP-RT-A18-099,16.60501952,cn1
A18,100,SP-RT-A18-100,15.16472826,cn1
A18,101,SP-RT-A18-101,10.51721967,cn1
A18,102,SP-RT-A18-102,12.76191786,cn1
A18,103,SP-RT-A18-103,16.72913762,cn1
A18,104,SP-RT-A18-104,18.38159544,cn1
A18,105,SP-RT-A18-105,15.57456203,cn1
A18,106,SP-RT-A18-106,14.86056166,cn1
A18,107,SP-RT-A18-107,5.282150608,cn1
A18,108,SP-RT-A18-108,15.65900079,cn1
A18,109,SP-RT-A18-109,11.13813402,cn1
A18,110,SP-RT-A18-110,6.501102604,cn1
A18,111,SP-RT-A18-111,3.247797152,cn1
A18,112,SP-RT-A18-112,6.700751422,cn1
A18,113,SP-RT-A18-113,4.866743888,cn1
A18,114,SP-RT-A18-114,7.731761807,cn1
A18,115,SP-RT-A18-115,6.775687195,cn1
A18,116,SP-RT-A18-116,12.84238961,cn1
A18,117,SP-RT-A18-117,7.48437248,cn1
A18,118,SP-RT-A18-118,8.270815572,cn1
A18,119,SP-RT-A18-119,9.442478697,cn1
A18,120,SP-RT-A18-120,1.160909498,cn1
A18,121,SP-RT-A18-121,14.66558781,cn1
A18,122,SP-RT-A18-122,1.59583439,cn1
A18,123,SP-RT-A18-123,19.11269835,cn1
A18,124,SP-RT-A18-124,8.183740356,cn1
A18,125,SP-RT-A18-125,10.81908697,cn1
A18,126,SP-RT-A18-126,13.3138616,cn1
A18,127,SP-RT-A18-127,6.843463496,cn1
A18,128,SP-RT-A18-128,3.986818754,cn1
A18,129,SP-RT-A18-129,6.538943215,cn1
A18,130,SP-RT-A18-130,1.30169601,cn1
A18,131,SP-RT-A18-131,12.35440725,cn1
A18,132,SP-RT-A18-132,9.127468938,cn1
A18,133,SP-RT-A18-133,15.38220561,cn1
A18,134,SP-RT-A18-134,16.68002463,cn1
A18,135,SP-RT-A18-135,11.58335032,cn1
A18,136,SP-RT-A18-136,15.09946065,cn1
A18,137,SP-RT-A18-137,11.23838517,cn1
A18,138,SP-RT-A18-138,11.8089761,cn1
A28,001,SP-RT-A28-001,9.044051212,cn1
A28,002,SP-RT-A28-002,5.265472745,cn1
A28,003,SP-RT-A28-003,10.12145499,cn1
A28,004,SP-RT-A28-004,2.0864664,cn1
A28,005,SP-RT-A28-005,17.81665262,cn1
A28,006,SP-RT-A28-006,8.922113391,cn1
A28,007,SP-RT-A28-007,12.32841958,cn1
A28,008,SP-RT-A28-008,11.26429972,cn1
A28,009,SP-RT-A28-009,16.94846026,cn1
A28,010,SP-RT-A28-010,17.4836749,cn1
A28,011,SP-RT-A28-011,16.03801597,cn1
A28,012,SP-RT-A28-012,15.75483601,cn1
A28,013,SP-RT-A28-013,16.72036727,cn1
A28,014,SP-RT-A28-014,3.251969339,cn1
A28,015,SP-RT-A28-015,13.34466188,cn1
A28,016,SP-RT-A28-016,12.22434119,cn1
A28,017,SP-RT-A28-017,13.99144642,cn1
A28,018,SP-RT-A28-018,10.67469422,cn1
A28,019,SP-RT-A28-019,17.18204357,cn1
A28,020,SP-RT-A28-020,15.26134406,cn1
A28,021,SP-RT-A28-021,2.792295751,cn1
A28,022,SP-RT-A28-022,11.09787934,cn1
A28,023,SP-RT-A28-023,17.59585262,cn1
A28,024,SP-RT-A28-024,10.19051581,cn1
A28,025,SP-RT-A28-025,15.73005849,cn1
A28,026,SP-RT-A28-026,18.16921479,cn1
A28,027,SP-RT-A28-027,6.991353142,cn1
A28,028,SP-RT-A28-028,11.13792409,cn1
A28,029,SP-RT-A28-029,17.77141057,cn1
A28,030,SP-RT-A28-030,18.4048243,cn1
A28,031,SP-RT-A28-031,9.790166813,cn1
A28,032,SP-RT-A28-032,17.48286922,cn1
A28,033,SP-RT-A28-033,8.577056254,cn1
A28,034,SP-RT-A28-034,9.007521981,cn1
A28,035,SP-RT-A28-035,13.06533555,cn1
A28,036,SP-RT-A28-036,10.8834363,cn1
A28,037,SP-RT-A28-037,4.126528804,cn1
A28,038,SP-RT-A28-038,9.714155353,cn1
A28,039,SP-RT-A28-039,8.469170314,cn1
A28,040,SP-RT-A28-040,0.316657747,cn1
A28,041,SP-RT-A28-041,1.831490934,cn1
A28,042,SP-RT-A28-042,11.36810586,cn1
A28,043,SP-RT-A28-043,17.49559021,cn1
A28,044,SP-RT-A28-044,12.87881285,cn1
A28,045,SP-RT-A28-045,10.88197431,cn1
A28,046,SP-RT-A28-046,2.773192017,cn1
A28,047,SP-RT-A28-047,13.1400333,cn1
A28,048,SP-RT-A28-048,11.69525458,cn1
A28,049,SP-RT-A28-049,4.156004272,cn1
A28,050,SP-RT-A28-050,12.46918142,cn1
A28,051,SP-RT-A28-051,6.709296485,cn1
A28,052,SP-RT-A28-052,16.15584967,cn1
A28,053,SP-RT-A28-053,14.05859477,cn1
A28,054,SP-RT-A28-054,12.45071578,cn1
A28,055,SP-RT-A28-055,0.376144654,cn1
A28,056,SP-RT-A28-056,13.57176335,cn1
A28,057,SP-RT-A28-057,1.341741054,cn1
A28,058,SP-RT-A28-058,16.56570725,cn1
A28,059,SP-RT-A28-059,10.94121078,cn1
A28,060,SP-RT-A28-060,11.528462,cn1
A28,061,SP-RT-A28-061,2.922928849,cn1
A28,062,SP-RT-A28-062,11.04138585,cn1
A28,063,SP-RT-A28-063,6.398402094,cn1
A28,064,SP-RT-A28-064,1.296501694,cn1
A28,065,SP-RT-A28-065,7.166871267,cn1
A28,066,SP-RT-A28-066,1.528147428,cn1
A28,067,SP-RT-A28-067,16.24563258,cn1
A28,068,SP-RT-A28-068,5.318223144,cn1
A28,069,SP-RT-A28-069,1.611064535,cn1
A28,070,SP-RT-A28-070,13.28087057,cn1
A28,071,SP-RT-A28-071,4.394251324,cn1
A28,072,SP-RT-A28-072,1.002219598,cn1
A28,073,SP-RT-A28-073,1.011033972,cn1
A28,074,SP-RT-A28-074,3.776257127,cn1
A28,075,SP-RT-A28-075,17.33221199,cn1
A28,076,SP-RT-A28-076,9.960854771,cn1
A28,077,SP-RT-A28-077,7.478208166,cn1
A28,078,SP-RT-A28-078,13.07667421,cn1
A28,079,SP-RT-A28-079,19.08808141,cn1
A28,080,SP-RT-A28-080,7.724450773,cn1
A28,081,SP-RT-A28-081,3.499499608,cn1
A28,082,SP-RT-A28-082,0.599591139,cn1
A28,083,SP-RT-A28-083,6.879637973,cn1
A28,084,SP-RT-A28-084,7.980433756,cn1
A28,085,SP-RT-A28-085,2.097504257,cn1
A28,086,SP-RT-A28-086,12.61784786,cn1
A28,087,SP-RT-A28-087,3.555838095,cn1
A28,088,SP-RT-A28-088,8.526299688,cn1
A28,089,SP-RT-A28-089,3.566323653,cn1
A28,090,SP-RT-A28-090,10.90861259,cn1
A28,091,SP-RT-A28-091,6.654640737,cn1
A28,092,SP-RT-A28-092,7.451029575,cn1
A28,093,SP-RT-A28-093,13.01759716,cn1
A28,094,SP-RT-A28-094,0.719332881,cn1
A28,095,SP-RT-A28-095,13.88965197,cn1
A28,096,SP-RT-A28-096,8.31877503,cn1
A28,097,SP-RT-A28-097,7.085353389,cn1
A28,098,SP-RT-A28-098,10.33678227,cn1
A28,099,SP-RT-A28-099,18.50925864,cn1
A28,100,SP-RT-A28-100,8.545598215,cn1
A28,101,SP-RT-A28-101,17.39565871,cn1
A28,102,SP-RT-A28-102,17.78600467,cn1
A28,103,SP-RT-A28-103,1.813064628,cn1
A28,104,SP-RT-A28-104,17.71281291,cn1
A28,105,SP-RT-A28-105,16.22671384,cn1
A28,106,SP-RT-A28-106,16.88809501,cn1
A28,107,SP-RT-A28-107,9.328623411,cn1
A28,108,SP-RT-A28-108,4.863142675,cn1
A28,109,SP-RT-A28-109,3.636945769,cn1
A28,110,SP-RT-A28-110,15.38254028,cn1
A28,111,SP-RT-A28-111,7.623334947,cn1
A28,112,SP-RT-A28-112,13.01057194,cn1
A28,113,SP-RT-A28-113,11.90372745,cn1
A28,114,SP-RT-A28-114,4.570404981,cn1
A28,115,SP-RT-A28-115,9.571140051,cn1
A28,116,SP-RT-A28-116,8.221353241,cn1
A28,117,SP-RT-A28-117,11.66576607,cn1
A28,118,SP-RT-A28-118,2.389772092,cn1
A28,119,SP-RT-A28-119,14.22847749,cn1
A28,120,SP-RT-A28-120,2.811796799,cn1
A28,121,SP-RT-A28-121,2.81605855,cn1
A28,122,SP-RT-A28-122,6.554634952,cn1
A28,123,SP-RT-A28-123,7.584360076,cn1
A28,124,SP-RT-A28-124,5.150052794,cn1
A28,125,SP-RT-A28-125,18.48374576,cn1
A28,126,SP-RT-A28-126,1.914453357,cn1
A28,127,SP-RT-A28-127,13.70584937,cn1
A28,128,SP-RT-A28-128,8.429538849,cn1
A28,129,SP-RT-A28-129,14.13280653,cn1
A28,130,SP-RT-A28-130,12.41260533,cn1
A28,131,SP-RT-A28-131,5.113738232,cn1
A28,132,SP-RT-A28-132,2.971904921,cn1
A28,133,SP-RT-A28-133,11.0751888,cn1
A28,134,SP-RT-A28-134,10.30173355,cn1
A28,135,SP-RT-A28-135,6.128286399,cn1
A28,136,SP-RT-A28-136,1.835225532,cn1
A28,137,SP-RT-A28-137,2.454441067,cn1
A28,138,SP-RT-A28-138,6.140093948,cn1
A28,139,SP-RT-A28-139,16.89221878,cn1
A28,140,SP-RT-A28-140,7.227982664,cn1
A28,141,SP-RT-A28-141,12.73204193,cn1
A28,142,SP-RT-A28-142,5.622218258,cn1
A28,143,SP-RT-A28-143,3.586273717,cn1
A24,001,SP-RT-A24-001,8.845755542,cn2
A24,002,SP-RT-A24-002,5.849593581,cn2
A24,003,SP-RT-A24-003,3.71697594,cn2
A24,004,SP-RT-A24-004,15.04349431,cn2
A24,005,SP-RT-A24-005,8.109253685,cn2
A24,006,SP-RT-A24-006,18.21079642,cn2
A24,007,SP-RT-A24-007,14.09064198,cn2
A24,008,SP-RT-A24-008,12.91748684,cn2
A24,009,SP-RT-A24-009,16.73835565,cn2
A24,010,SP-RT-A24-010,9.456780428,cn2
A24,011,SP-RT-A24-011,16.96739879,cn2
A24,012,SP-RT-A24-012,13.24519501,cn2
A24,013,SP-RT-A24-013,8.610060345,cn2
A24,014,SP-RT-A24-014,8.322811948,cn2
A24,015,SP-RT-A24-015,5.61047646,cn2
A24,016,SP-RT-A24-016,2.550376854,cn2
A24,017,SP-RT-A24-017,16.60807217,cn2
A24,018,SP-RT-A24-018,16.92369726,cn2
A24,019,SP-RT-A24-019,12.75564268,cn2
A24,020,SP-RT-A24-020,7.058914195,cn2
A24,021,SP-RT-A24-021,9.987498521,cn2
A24,022,SP-RT-A24-022,8.895040713,cn2
A24,023,SP-RT-A24-023,1.773098283,cn2
A24,024,SP-RT-A24-024,1.690469412,cn2
A24,025,SP-RT-A24-025,0.430115365,cn2
A24,026,SP-RT-A24-026,2.146475208,cn2
A24,027,SP-RT-A24-027,2.228097215,cn2
A24,028,SP-RT-A24-028,16.05215478,cn2
A24,029,SP-RT-A24-029,1.06734095,cn2
A24,030,SP-RT-A24-030,16.739967,cn2
A24,031,SP-RT-A24-031,12.80453419,cn2
A24,032,SP-RT-A24-032,5.882918028,cn2
A24,033,SP-RT-A24-033,7.066499515,cn2
A24,034,SP-RT-A24-034,4.348574687,cn2
A24,035,SP-RT-A24-035,2.124068854,cn2
A24,036,SP-RT-A24-036,3.926604842,cn2
A24,037,SP-RT-A24-037,2.817626495,cn2
A24,038,SP-RT-A24-038,8.232263106,cn2
A24,039,SP-RT-A24-039,7.397626228,cn2
A24,040,SP-RT-A24-040,4.660324617,cn2
A24,041,SP-RT-A24-041,6.328217713,cn2
A24,042,SP-RT-A24-042,3.662976837,cn2
A24,043,SP-RT-A24-043,9.766130091,cn2
A24,044,SP-RT-A24-044,1.081145146,cn2
A24,045,SP-RT-A24-045,5.882440809,cn2
A24,046,SP-RT-A24-046,5.183389103,cn2
A24,047,SP-RT-A24-047,16.53406111,cn2
A24,048,SP-RT-A24-048,13.67320851,cn2
A24,049,SP-RT-A24-049,17.52472504,cn2
A24,050,SP-RT-A24-050,6.736493274,cn2
A24,051,SP-RT-A24-051,1.856214229,cn2
A24,052,SP-RT-A24-052,3.598967744,cn2
A24,053,SP-RT-A24-053,18.01026907,cn2
A24,054,SP-RT-A24-054,9.742894756,cn2
A24,055,SP-RT-A24-055,11.68573999,cn2
A24,056,SP-RT-A24-056,0.955828021,cn2
A24,057,SP-RT-A24-057,17.99835949,cn2
A24,058,SP-RT-A24-058,0.269232236,cn2
A24,059,SP-RT-A24-059,4.535842979,cn2
A24,060,SP-RT-A24-060,3.814435335,cn2
A24,061,SP-RT-A24-061,7.667304605,cn2
A24,062,SP-RT-A24-062,11.35396334,cn2
A24,063,SP-RT-A24-063,7.472517981,cn2
A24,064,SP-RT-A24-064,3.274997424,cn2
A24,065,SP-RT-A24-065,17.28035549,cn2
A24,066,SP-RT-A24-066,4.51330281,cn2
A24,067,SP-RT-A24-067,14.90547068,cn2
A24,068,SP-RT-A24-068,8.883950138,cn2
A24,069,SP-RT-A24-069,11.22230558,cn2
A24,070,SP-RT-A24-070,14.15313501,cn2
A24,071,SP-RT-A24-071,18.87231567,cn2
A24,072,SP-RT-A24-072,12.69993462,cn2
A24,073,SP-RT-A24-073,12.54338193,cn2
A24,074,SP-RT-A24-074,7.741036147,cn2
A24,075,SP-RT-A24-075,5.3127839,cn2
A24,076,SP-RT-A24-076,5.521084907,cn2
A24,077,SP-RT-A24-077,6.060712563,cn2
A24,078,SP-RT-A24-078,17.69870181,cn2
A24,079,SP-RT-A24-079,18.51823199,cn2
A24,080,SP-RT-A24-080,18.00034771,cn2
A24,081,SP-RT-A24-081,15.5701524,cn2
A24,082,SP-RT-A24-082,12.04143098,cn2
A24,083,SP-RT-A24-083,18.90625237,cn2
A24,084,SP-RT-A24-084,10.28130265,cn2
A24,085,SP-RT-A24-085,0.388333206,cn2
A24,086,SP-RT-A24-086,17.11538429,cn2
A24,087,SP-RT-A24-087,12.46851985,cn2
A24,088,SP-RT-A24-088,4.09946226,cn2
A24,089,SP-RT-A24-089,16.69134632,cn2
A24,090,SP-RT-A24-090,18.68908735,cn2
A24,091,SP-RT-A24-091,3.016765234,cn2
A24,092,SP-RT-A24-092,13.08918155,cn2
A24,093,SP-RT-A24-093,1.768464711,cn2
A24,094,SP-RT-A24-094,3.470383987,cn2
A24,095,SP-RT-A24-095,12.184565,cn2
A24,096,SP-RT-A24-096,10.06765897,cn2
A24,097,SP-RT-A24-097,8.532954739,cn2
A24,098,SP-RT-A24-098,10.95352745,cn2
A24,099,SP-RT-A24-099,17.3645802,cn2
A24,100,SP-RT-A24-100,12.46088208,cn2
A24,101,SP-RT-A24-101,18.61837889,cn2
A24,102,SP-RT-A24-102,3.955184551,cn2
A24,103,SP-RT-A24-103,6.732619035,cn2
A24,104,SP-RT-A24-104,15.79536786,cn2
A24,105,SP-RT-A24-105,16.02358667,cn2
A24,106,SP-RT-A24-106,12.46472164,cn2
A24,107,SP-RT-A24-107,13.68338422,cn2
A24,108,SP-RT-A24-108,13.00778534,cn2
A24,109,SP-RT-A24-109,15.31268228,cn2
A24,110,SP-RT-A24-110,15.4863938,cn2
A24,111,SP-RT-A24-111,9.357469281,cn2
A24,112,SP-RT-A24-112,19.24815266,cn2
A24,113,SP-RT-A24-113,17.73272757,cn2
A24,114,SP-RT-A24-114,6.359561527,cn2
A24,115,SP-RT-A24-115,2.67220688,cn2
A24,116,SP-RT-A24-116,8.555914429,cn2
A24,117,SP-RT-A24-117,0.916864782,cn2
A24,118,SP-RT-A24-118,15.49839638,cn2
A24,119,SP-RT-A24-119,13.68028854,cn2
A24,120,SP-RT-A24-120,15.45622288,cn2
A24,121,SP-RT-A24-121,10.88065911,cn2
A24,122,SP-RT-A24-122,4.418623332,cn2
A24,123,SP-RT-A24-123,2.001634119,cn2
A24,124,SP-RT-A24-124,0.220791632,cn2
A24,125,SP-RT-A24-125,17.16656734,cn2
A24,126,SP-RT-A24-126,12.48631509,cn2
A24,127,SP-RT-A24-127,0.963568272,cn2
A24,128,SP-RT-A24-128,0.841465929,cn2
A24,129,SP-RT-A24-129,0.420453877,cn2
A24,130,SP-RT-A24-130,11.55166139,cn2
A24,131,SP-RT-A24-131,14.34502328,cn2
A24,132,SP-RT-A24-132,11.53093542,cn2
A24,133,SP-RT-A24-133,4.402005958,cn2
A24,134,SP-RT-A24-134,15.00433714,cn2
A24,135,SP-RT-A24-135,10.96890536,cn2
A24,136,SP-RT-A24-136,8.410972139,cn2
A24,137,SP-RT-A24-137,2.328884237,cn2
A24,138,SP-RT-A24-138,8.986482476,cn2
A24,139,SP-RT-A24-139,7.967359275,cn2
A24,140,SP-RT-A24-140,7.744031957,cn2
A24,141,SP-RT-A24-141,16.11532988,cn2
A24,142,SP-RT-A24-142,7.471703831,cn2
A24,143,SP-RT-A24-143,0.5676791,cn2
A24,144,SP-RT-A24-144,2.216326101,cn2
A24,145,SP-RT-A24-145,9.500364625,cn2
A24,146,SP-RT-A24-146,3.334563568,cn2
A24,147,SP-RT-A24-147,9.214027524,cn2
A24,148,SP-RT-A24-148,3.348530642,cn2
A24,149,SP-RT-A24-149,2.777942436,cn2
A24,150,SP-RT-A24-150,0.282712237,cn2
A24,151,SP-RT-A24-151,18.0518988,cn2
A24,152,SP-RT-A24-152,10.97550031,cn2
A24,153,SP-RT-A24-153,0.601127894,cn2
A24,154,SP-RT-A24-154,18.84328883,cn2
A24,155,SP-RT-A24-155,16.70399214,cn2
A24,156,SP-RT-A24-156,5.060097883,cn2
A24,157,SP-RT-A24-157,12.25001611,cn2
A24,158,SP-RT-A24-158,6.197309007,cn2
A24,159,SP-RT-A24-159,4.980572904,cn2
A24,160,SP-RT-A24-160,2.202345008,cn2
A24,161,SP-RT-A24-161,17.01383662,cn2
A24,162,SP-RT-A24-162,3.989296381,cn2
A24,163,SP-RT-A24-163,0.816069171,cn2
A24,164,SP-RT-A24-164,13.37864231,cn2
A24,165,SP-RT-A24-165,15.3415425,cn2
A30,001,SP-RT-A30-001,9.06226356,cn2
A30,002,SP-RT-A30-002,1.21451909,cn2
A30,003,SP-RT-A30-003,18.44332156,cn2
A30,004,SP-RT-A30-004,10.68805518,cn2
A30,005,SP-RT-A30-005,5.280549076,cn2
A30,006,SP-RT-A30-006,11.443926,cn2
A30,007,SP-RT-A30-007,9.425568592,cn2
A30,008,SP-RT-A30-008,7.969816554,cn2
A30,009,SP-RT-A30-009,6.432379841,cn2
A30,010,SP-RT-A30-010,9.487702741,cn2
A30,011,SP-RT-A30-011,5.033397081,cn2
A30,012,SP-RT-A30-012,9.461962511,cn2
A30,013,SP-RT-A30-013,2.554659557,cn2
A30,014,SP-RT-A30-014,13.28261895,cn2
A30,015,SP-RT-A30-015,2.269218853,cn2
A30,016,SP-RT-A30-016,12.69618415,cn2
A30,017,SP-RT-A30-017,9.869991286,cn2
A30,018,SP-RT-A30-018,0.842536737,cn2
A30,019,SP-RT-A30-019,11.55552204,cn2
A30,020,SP-RT-A30-020,5.565981307,cn2
A30,021,SP-RT-A30-021,18.98012431,cn2
A30,022,SP-RT-A30-022,8.383714377,cn2
A30,023,SP-RT-A30-023,5.024915112,cn2
A30,024,SP-RT-A30-024,12.79840104,cn2
A30,025,SP-RT-A30-025,5.658639774,cn2
A30,026,SP-RT-A30-026,16.42827709,cn2
A30,027,SP-RT-A30-027,14.07997616,cn2
A30,028,SP-RT-A30-028,10.99039481,cn2
A30,029,SP-RT-A30-029,13.63851486,cn2
A30,030,SP-RT-A30-030,6.002036697,cn2
A30,031,SP-RT-A30-031,6.903671715,cn2
A30,032,SP-RT-A30-032,4.767677351,cn2
A30,033,SP-RT-A30-033,0.513098496,cn2
A30,034,SP-RT-A30-034,1.198077153,cn2
A30,035,SP-RT-A30-035,17.26630385,cn2
A30,036,SP-RT-A30-036,8.940616994,cn2
A30,037,SP-RT-A30-037,15.27839271,cn2
A30,038,SP-RT-A30-038,12.12598545,cn2
A30,039,SP-RT-A30-039,12.39949446,cn2
A30,040,SP-RT-A30-040,8.477176656,cn2
A30,041,SP-RT-A30-041,15.78507665,cn2
A30,042,SP-RT-A30-042,15.10277423,cn2
A30,043,SP-RT-A30-043,11.35497616,cn2
A30,044,SP-RT-A30-044,9.279076687,cn2
A30,045,SP-RT-A30-045,16.59769627,cn2
A30,046,SP-RT-A30-046,2.418234815,cn2
A30,047,SP-RT-A30-047,10.37689375,cn2
A30,048,SP-RT-A30-048,4.131127727,cn2
A30,049,SP-RT-A30-049,1.551798241,cn2
A30,050,SP-RT-A30-050,13.88324408,cn2
A30,051,SP-RT-A30-051,2.703641243,cn2
A30,052,SP-RT-A30-052,14.43913207,cn2
A30,053,SP-RT-A30-053,7.748004916,cn2
A30,054,SP-RT-A30-054,2.52732545,cn2
A30,055,SP-RT-A30-055,16.69830952,cn2
A30,056,SP-RT-A30-056,4.407162744,cn2
A30,057,SP-RT-A30-057,1.366636691,cn2
A30,058,SP-RT-A30-058,19.00524858,cn2
A30,059,SP-RT-A30-059,15.0883648,cn2
A30,060,SP-RT-A30-060,14.30063119,cn2
A30,061,SP-RT-A30-061,4.248363589,cn2
A30,062,SP-RT-A30-062,0.325187343,cn2
A30,063,SP-RT-A30-063,7.567211309,cn2
A30,064,SP-RT-A30-064,13.63006672,cn2
A30,065,SP-RT-A30-065,12.48332383,cn2
A30,066,SP-RT-A30-066,17.13315803,cn2
A30,067,SP-RT-A30-067,10.50143059,cn2
A30,068,SP-RT-A30-068,9.742600874,cn2
A30,069,SP-RT-A30-069,14.1312364,cn2
A30,070,SP-RT-A30-070,12.93131556,cn2
A30,071,SP-RT-A30-071,18.57964711,cn2
A30,072,SP-RT-A30-072,13.59111372,cn2
A30,073,SP-RT-A30-073,13.16992602,cn2
A30,074,SP-RT-A30-074,16.75633913,cn2
A30,075,SP-RT-A30-075,11.75811228,cn2
A30,076,SP-RT-A30-076,8.37979088,cn2
A30,077,SP-RT-A30-077,15.35329677,cn2
A30,078,SP-RT-A30-078,4.43574336,cn2
A30,079,SP-RT-A30-079,15.40363849,cn2
A30,080,SP-RT-A30-080,3.184065657,cn2
A30,081,SP-RT-A30-081,13.47154757,cn2
A30,082,SP-RT-A30-082,18.56029094,cn2
A30,083,SP-RT-A30-083,10.1780861,cn2
A30,084,SP-RT-A30-084,1.546368573,cn2
A30,085,SP-RT-A30-085,2.828214893,cn2
A30,086,SP-RT-A30-086,12.8807698,cn2
A30,087,SP-RT-A30-087,13.73004263,cn2
A30,088,SP-RT-A30-088,4.235668973,cn2
A30,089,SP-RT-A30-089,7.397295546,cn2
A30,090,SP-RT-A30-090,18.56225246,cn2
A30,091,SP-RT-A30-091,3.073506385,cn2
A30,092,SP-RT-A30-092,7.630654301,cn2
A30,093,SP-RT-A30-093,2.00251219,cn2
A30,094,SP-RT-A30-094,12.76576707,cn2
A30,095,SP-RT-A30-095,12.28564458,cn2
A30,096,SP-RT-A30-096,5.67188899,cn2
A30,097,SP-RT-A30-097,16.76132468,cn2
A30,098,SP-RT-A30-098,14.30354385,cn2
A30,099,SP-RT-A30-099,3.561310583,cn2
A30,100,SP-RT-A30-100,12.25785191,cn2
A30,101,SP-RT-A30-101,11.97815628,cn2
A30,102,SP-RT-A30-102,3.085745905,cn2
A30,103,SP-RT-A30-103,18.02604259,cn2
A30,104,SP-RT-A30-104,9.51605637,cn2
A30,105,SP-RT-A30-105,12.42489961,cn2
A30,106,SP-RT-A30-106,0.158684911,cn2
A30,107,SP-RT-A30-107,11.57742801,cn2
A30,108,SP-RT-A30-108,2.034540678,cn2
A30,109,SP-RT-A30-109,12.17571407,cn2
A30,110,SP-RT-A30-110,4.01777777,cn2
A30,111,SP-RT-A30-111,3.600830667,cn2
A30,112,SP-RT-A30-112,3.566205918,cn2
A30,113,SP-RT-A30-113,3.409942758,cn2
A30,114,SP-RT-A30-114,15.80900086,cn2
A30,115,SP-RT-A30-115,9.066975619,cn2
A30,116,SP-RT-A30-116,11.53636931,cn2
A30,117,SP-RT-A30-117,18.70778433,cn2
A30,118,SP-RT-A30-118,13.14586157,cn2
A30,119,SP-RT-A30-119,13.73749887,cn2
A30,120,SP-RT-A30-120,1.893726736,cn2
A30,121,SP-RT-A30-121,16.7004023,cn2
A30,122,SP-RT-A30-122,2.040241243,cn2
A30,123,SP-RT-A30-123,15.12322628,cn2
A30,124,SP-RT-A30-124,17.88645881,cn2
A30,125,SP-RT-A30-125,16.7366091,cn2
A30,126,SP-RT-A30-126,18.56081107,cn2
A30,127,SP-RT-A30-127,3.391357714,cn2
A30,128,SP-RT-A30-128,12.5562287,cn2
A30,129,SP-RT-A30-129,14.92736417,cn2
A30,130,SP-RT-A30-130,11.51824648,cn2
A30,131,SP-RT-A30-131,18.9882264,cn2
A30,132,SP-RT-A30-132,17.31712723,cn2
A30,133,SP-RT-A30-133,2.355735946,cn2
A30,134,SP-RT-A30-134,11.65419216,cn2
A30,135,SP-RT-A30-135,12.76622904,cn2
A30,136,SP-RT-A30-136,3.512230069,cn2
A30,137,SP-RT-A30-137,9.697123166,cn2
A30,138,SP-RT-A30-138,0.466052036,cn2
A30,139,SP-RT-A30-139,17.26311612,cn2
A30,140,SP-RT-A30-140,9.672415664,cn2
A30,141,SP-RT-A30-141,6.490530511,cn2
A30,142,SP-RT-A30-142,7.294402066,cn2
A30,143,SP-RT-A30-143,16.64336692,cn2
A30,144,SP-RT-A30-144,1.600614187,cn2
A30,145,SP-RT-A30-145,8.022187799,cn2
A30,146,SP-RT-A30-146,5.167069317,cn2
A30,147,SP-RT-A30-147,3.098953041,cn2
A30,148,SP-RT-A30-148,3.655130224,cn2
A30,149,SP-RT-A30-149,14.3887432,cn2
A30,150,SP-RT-A30-150,9.990918379,cn2
A30,151,SP-RT-A30-151,7.213742905,cn2
A30,152,SP-RT-A30-152,14.61528899,cn2
A30,153,SP-RT-A30-153,14.43177786,cn2
A30,154,SP-RT-A30-154,8.423523961,cn2
A30,155,SP-RT-A30-155,3.897583806,cn2
A30,156,SP-RT-A30-156,5.434344725,cn2
A30,157,SP-RT-A30-157,8.946251476,cn2
A30,158,SP-RT-A30-158,5.071292635,cn2
A30,159,SP-RT-A30-159,1.862976373,cn2
A30,160,SP-RT-A30-160,8.296024116,cn2
A30,161,SP-RT-A30-161,8.054124789,cn2
A30,162,SP-RT-A30-162,7.39064585,cn2
B22,001,SP-RT-B22-001,17.88025579,cn2
B22,002,SP-RT-B22-002,5.702278547,cn2
B22,003,SP-RT-B22-003,3.815806334,cn2
B22,004,SP-RT-B22-004,6.800634261,cn2
B22,005,SP-RT-B22-005,3.060827091,cn2
B22,006,SP-RT-B22-006,9.756434846,cn2
B22,007,SP-RT-B22-007,10.96709903,cn2
B22,008,SP-RT-B22-008,5.600106365,cn2
B22,009,SP-RT-B22-009,3.544742394,cn2
B22,010,SP-RT-B22-010,17.40767124,cn2
B22,011,SP-RT-B22-011,12.72568669,cn2
B22,012,SP-RT-B22-012,7.140354904,cn2
B22,013,SP-RT-B22-013,17.44925978,cn2
B22,014,SP-RT-B22-014,5.702849364,cn2
B22,015,SP-RT-B22-015,15.78032575,cn2
B22,016,SP-RT-B22-016,17.01674231,cn2
B22,017,SP-RT-B22-017,18.29944365,cn2
B22,018,SP-RT-B22-018,5.60369552,cn2
B22,019,SP-RT-B22-019,5.71571978,cn2
B22,020,SP-RT-B22-020,6.713957424,cn2
B22,021,SP-RT-B22-021,7.219753666,cn2
B22,022,SP-RT-B22-022,5.407117459,cn2
B22,023,SP-RT-B22-023,14.70808164,cn2
