Time,Event,Crane,Location,Plate
29766,Move_from,Crane-2,A36,
29766,Move_to,Crane-1,B31,
29766,Pick_up,Crane-1,B31,SP-RS-B31-066
29766,Move_from,Crane-1,B31,
29788,Release,,cn1,
29800,Move_to,Crane-2,A21,
29800,Put_down,Crane-2,A21,SP-RS-A32-072
29800,Move_from,Crane-2,A21,
29820,Move_to,Crane-2,B29,
29820,Pick_up,Crane-2,B29,SP-RT-B29-104
29820,Move_from,Crane-2,B29,
29830,Move_to,Crane-1,A01,
29830,Put_down,Crane-1,A01,SP-RS-B31-066
29830,Move_from,Crane-1,A01,
29834,Move_to,Crane-1,A03,
29834,Pick_up,Crane-1,A03,SP-RS-A03-096
29834,Move_from,Crane-1,A03,
29838,Move_to,Crane-2,cn1,
29838,Put_down,Crane-2,cn1,SP-RT-B29-104
29838,Move_from,Crane-2,cn1,
29844,Release,,cn1,
29853,Release,,cn2,
29862,Move_to,Crane-2,A32,
29862,Pick_up,Crane-2,A32,SP-RS-A32-071
29862,Move_from,Crane-2,A32,
29864,Move_to,Crane-2,B31,
29864,Avoiding_wait_start,Crane-2,B31,
29884,Avoiding_wait_finish,Crane-2,B31,
29884,Move_from,Crane-2,B31,
29884,Move_to,Crane-1,B26,
29884,Put_down,Crane-1,B26,SP-RS-A03-096
29884,Move_from,Crane-1,B26,
29900,Move_to,Crane-2,B24,
29900,Put_down,Crane-2,B24,SP-RS-A32-071
29900,Move_from,Crane-2,B24,
29901,Move_to,Crane-2,A24,
29901,Pick_up,Crane-2,A24,SP-RT-A24-130
29901,Move_from,Crane-2,A24,
29903,Move_to,Crane-2,cn2,
29903,Put_down,Crane-2,cn2,SP-RT-A24-130
29903,Move_from,Crane-2,cn2,
29906,Move_to,Crane-1,B17,
29906,Pick_up,Crane-1,B17,SP-RT-B17-122
29906,Move_from,Crane-1,B17,
29916,Move_to,Crane-1,cn1,
29916,Put_down,Crane-1,cn1,SP-RT-B17-122
29916,Move_from,Crane-1,cn1,
29917,Move_to,Crane-2,B31,
29917,Pick_up,Crane-2,B31,SP-RS-B31-065
29917,Move_from,Crane-2,B31,
29929,Move_to,Crane-2,B37,
29929,Put_down,Crane-2,B37,SP-RS-B31-065
29929,Move_from,Crane-2,B37,
29935,Move_to,Crane-2,A34,
29935,Pick_up,Crane-2,A34,SP-RS-A34-049
29935,Move_from,Crane-2,A34,
29954,Move_to,Crane-1,B03,
29954,Pick_up,Crane-1,B03,SP-RS-B03-106
29954,Move_from,Crane-1,B03,
29957,Release,,cn2,
29968,Move_to,Crane-1,A10,
29968,Avoiding_wait_start,Crane-1,A10,
29977,Avoiding_wait_finish,Crane-1,A10,
29977,Move_from,Crane-1,A10,
29977,Move_to,Crane-2,B15,
29977,Put_down,Crane-2,B15,SP-RS-A34-049
29977,Move_from,Crane-2,B15,
29983,Move_to,Crane-1,A13,
29983,Put_down,Crane-1,A13,SP-RS-B03-106
29983,Move_from,Crane-1,A13,
29999,Release,,cn1,
30003,Move_to,Crane-1,B03,
30003,Pick_up,Crane-1,B03,SP-RS-B03-105
30003,Move_from,Crane-1,B03,
30005,Move_to,Crane-1,A04,
30005,Put_down,Crane-1,A04,SP-RS-B03-105
30005,Move_from,Crane-1,A04,
30011,Move_to,Crane-2,A30,
30011,Pick_up,Crane-2,A30,SP-RT-A30-119
30011,Move_from,Crane-2,A30,
30023,Move_to,Crane-2,cn2,
30023,Put_down,Crane-2,cn2,SP-RT-A30-119
30023,Move_from,Crane-2,cn2,
30033,Move_to,Crane-1,A18,
30033,Pick_up,Crane-1,A18,SP-RT-A18-094
30033,Move_from,Crane-1,A18,
30040,Release,,cn3,
30041,Move_to,Crane-1,cn1,
30041,Put_down,Crane-1,cn1,SP-RT-A18-094
30041,Move_from,Crane-1,cn1,
30043,Move_to,Crane-2,A34,
30043,Pick_up,Crane-2,A34,SP-RS-A34-048
30043,Move_from,Crane-2,A34,
30065,Move_to,Crane-2,B24,
30065,Put_down,Crane-2,B24,SP-RS-A34-048
30065,Move_from,Crane-2,B24,
30069,Move_to,Crane-1,A08,
30069,Pick_up,Crane-1,A08,SP-RS-A08-107
30069,Move_from,Crane-1,A08,
30083,Move_to,Crane-1,A01,
30083,Put_down,Crane-1,A01,SP-RS-A08-107
30083,Move_from,Crane-1,A01,
30099,Move_to,Crane-2,A40,
30099,Pick_up,Crane-2,A40,SP-RT-A40-148
30099,Move_from,Crane-2,A40,
30101,Move_to,Crane-2,cn3,
30101,Put_down,Crane-2,cn3,SP-RT-A40-148
30101,Move_from,Crane-2,cn3,
30115,Move_to,Crane-2,A34,
30115,Pick_up,Crane-2,A34,SP-RS-A34-047
30115,Move_from,Crane-2,A34,
30125,Move_to,Crane-2,A39,
30125,Avoiding_wait_start,Crane-2,A39,
30141,Release,,cn1,
30153,Avoiding_wait_finish,Crane-2,A39,
30153,Move_from,Crane-2,A39,
30153,Move_to,Crane-1,B34,
30153,Pick_up,Crane-1,B34,SP-RS-B34-062
30153,Move_from,Crane-1,B34,
30179,Move_to,Crane-2,A26,
30179,Put_down,Crane-2,A26,SP-RS-A34-047
30179,Move_from,Crane-2,A26,
30183,Move_to,Crane-2,A28,
30183,Pick_up,Crane-2,A28,SP-RT-A28-111
30183,Move_from,Crane-2,A28,
30199,Move_to,Crane-2,cn1,
30199,Put_down,Crane-2,cn1,SP-RT-A28-111
30199,Move_from,Crane-2,cn1,
30223,Move_to,Crane-1,A01,
30223,Put_down,Crane-1,A01,SP-RS-B34-062
30223,Move_from,Crane-1,A01,
30227,Move_to,Crane-2,B34,
30227,Pick_up,Crane-2,B34,SP-RS-B34-061
30227,Move_to,Crane-1,A03,
30227,Pick_up,Crane-1,A03,SP-RS-A03-095
30227,Move_from,Crane-2,B34,
30227,Move_from,Crane-1,A03,
30229,Release,,cn2,
30241,Move_to,Crane-1,B10,
30241,Avoiding_wait_start,Crane-1,B10,
30269,Avoiding_wait_finish,Crane-1,B10,
30269,Move_from,Crane-1,B10,
30269,Move_to,Crane-2,B15,
30269,Put_down,Crane-2,B15,SP-RS-B34-061
30269,Move_from,Crane-2,B15,
30279,Move_to,Crane-1,B15,
30279,Put_down,Crane-1,B15,SP-RS-A03-095
30279,Move_from,Crane-1,B15,
30289,Move_to,Crane-2,A24,
30289,Pick_up,Crane-2,A24,SP-RT-A24-129
30289,Move_from,Crane-2,A24,
30291,Move_to,Crane-2,cn2,
30291,Put_down,Crane-2,cn2,SP-RT-A24-129
30291,Move_from,Crane-2,cn2,
30303,Move_to,Crane-1,A03,
30303,Pick_up,Crane-1,A03,SP-RS-A03-094
30303,Move_from,Crane-1,A03,
30307,Move_to,Crane-1,B01,
30307,Put_down,Crane-1,B01,SP-RS-A03-094
30307,Move_from,Crane-1,B01,
30311,Move_to,Crane-2,B34,
30311,Pick_up,Crane-2,B34,SP-RS-B34-060
30311,Move_to,Crane-1,A03,
30311,Pick_up,Crane-1,A03,SP-RS-A03-093
30311,Move_from,Crane-2,B34,
30311,Move_from,Crane-1,A03,
30337,Move_to,Crane-1,B16,
30337,Avoiding_wait_start,Crane-1,B16,
30341,Avoiding_wait_finish,Crane-1,B16,
30341,Move_from,Crane-1,B16,
30341,Move_to,Crane-2,A21,
30341,Put_down,Crane-2,A21,SP-RS-B34-060
30341,Move_from,Crane-2,A21,
30359,Move_to,Crane-1,B24,
30359,Put_down,Crane-1,B24,SP-RS-A03-093
30359,Move_from,Crane-1,B24,
30367,Move_to,Crane-2,A32,
30367,Pick_up,Crane-2,A32,SP-RS-A32-070
30367,Move_from,Crane-2,A32,
30377,Move_to,Crane-2,B37,
30377,Put_down,Crane-2,B37,SP-RS-A32-070
30377,Move_from,Crane-2,B37,
30387,Move_to,Crane-2,A32,
30387,Pick_up,Crane-2,A32,SP-RS-A32-069
30387,Move_from,Crane-2,A32,
30403,Move_to,Crane-1,A03,
30403,Pick_up,Crane-1,A03,SP-RS-A03-092
30403,Move_from,Crane-1,A03,
30405,Move_to,Crane-2,B24,
30405,Put_down,Crane-2,B24,SP-RS-A32-069
30405,Move_from,Crane-2,B24,
30409,Release,,cn2,
30427,Move_to,Crane-2,B34,
30427,Pick_up,Crane-2,B34,SP-RS-B34-059
30427,Move_from,Crane-2,B34,
30439,Move_to,Crane-1,A21,
30439,Put_down,Crane-1,A21,SP-RS-A03-092
30439,Move_from,Crane-1,A21,
30443,Move_to,Crane-1,A19,
30443,Pick_up,Crane-1,A19,SP-RT-A19-124
30443,Move_from,Crane-1,A19,
30445,Move_to,Crane-1,A20,
30445,Avoiding_wait_start,Crane-1,A20,
30449,Avoiding_wait_finish,Crane-1,A20,
30449,Move_from,Crane-1,A20,
30449,Move_to,Crane-2,B24,
30449,Put_down,Crane-2,B24,SP-RS-B34-059
30449,Move_from,Crane-2,B24,
30461,Move_to,Crane-1,cn2,
30461,Put_down,Crane-1,cn2,SP-RT-A19-124
30461,Move_from,Crane-1,cn2,
30467,Move_to,Crane-2,A32,
30467,Pick_up,Crane-2,A32,SP-RS-A32-068
30467,Move_from,Crane-2,A32,
30487,Move_to,Crane-1,B13,
30487,Pick_up,Crane-1,B13,SP-RS-B13-099
30487,Move_from,Crane-1,B13,
30493,Move_to,Crane-2,A21,
30493,Put_down,Crane-2,A21,SP-RS-A32-068
30493,Move_from,Crane-2,A21,
30511,Move_to,Crane-1,B01,
30511,Put_down,Crane-1,B01,SP-RS-B13-099
30511,Move_from,Crane-1,B01,
30513,Move_to,Crane-1,B00,
30513,Pick_up,Crane-1,B00,SP-ST-B00-431
30513,Move_from,Crane-1,B00,
30519,Move_to,Crane-2,A32,
30519,Pick_up,Crane-2,A32,SP-RS-A32-067
30519,Move_from,Crane-2,A32,
30529,Move_to,Crane-1,B08,
30529,Put_down,Crane-1,B08,SP-ST-B00-431
30529,Move_from,Crane-1,B08,
30539,Move_to,Crane-1,A03,
30539,Pick_up,Crane-1,A03,SP-RS-A03-091
30539,Move_from,Crane-1,A03,
30541,Move_to,Crane-1,A04,
30541,Put_down,Crane-1,A04,SP-RS-A03-091
30541,Move_from,Crane-1,A04,
30545,Move_to,Crane-2,A21,
30545,Put_down,Crane-2,A21,SP-RS-A32-067
30545,Move_from,Crane-2,A21,
30549,Move_to,Crane-1,B00,
30549,Pick_up,Crane-1,B00,SP-ST-B00-430
30549,Move_from,Crane-1,B00,
30569,Move_to,Crane-2,B31,
30569,Pick_up,Crane-2,B31,SP-RS-B31-064
30569,Move_from,Crane-2,B31,
30587,Move_to,Crane-2,B40,
30587,Avoiding_wait_start,Crane-2,B40,
30623,Avoiding_wait_finish,Crane-2,B40,
30623,Move_from,Crane-2,B40,
30623,Move_to,Crane-1,A35,
30623,Put_down,Crane-1,A35,SP-ST-B00-430
30623,Move_from,Crane-1,A35,
30625,Release,,cn1,
30677,Move_to,Crane-2,B15,
30677,Put_down,Crane-2,B15,SP-RS-B31-064
30677,Move_from,Crane-2,B15,
30682,Release,,cn2,
30691,Move_to,Crane-1,A03,
30691,Pick_up,Crane-1,A03,SP-RS-A03-090
30691,Move_from,Crane-1,A03,
30707,Move_to,Crane-2,A28,
30707,Pick_up,Crane-2,A28,SP-RT-A28-110
30707,Move_from,Crane-2,A28,
30713,Move_to,Crane-2,A31,
30713,Avoiding_wait_start,Crane-2,A31,
30741,Avoiding_wait_finish,Crane-2,A31,
30741,Move_from,Crane-2,A31,
30741,Move_to,Crane-1,B26,
30741,Put_down,Crane-1,B26,SP-RS-A03-090
30741,Move_from,Crane-1,B26,
30757,Move_to,Crane-1,B20,
30757,Pick_up,Crane-1,B20,SP-RT-B20-107
30757,Move_from,Crane-1,B20,
30763,Move_to,Crane-2,cn1,
30763,Put_down,Crane-2,cn1,SP-RT-A28-110
30763,Move_to,Crane-1,B17,
30763,Move_from,Crane-1,B17,
30763,Move_from,Crane-2,cn1,
30781,Move_to,Crane-1,cn2,
30781,Put_down,Crane-1,cn2,SP-RT-B20-107
30781,Move_to,Crane-2,B29,
30781,Move_from,Crane-2,B29,
30781,Move_from,Crane-1,cn2,
30787,Release,,cn1,
30817,Move_to,Crane-2,B13,
30817,Pick_up,Crane-2,B13,SP-RS-B13-098
30817,Move_to,Crane-1,B08,
30817,Move_from,Crane-1,B08,
30817,Move_from,Crane-2,B13,
30869,Move_to,Crane-2,B37,
30869,Put_down,Crane-2,B37,SP-RS-B13-098
30869,Move_from,Crane-2,B37,
30873,Move_to,Crane-1,B34,
30873,Pick_up,Crane-1,B34,SP-RS-B34-058
30873,Move_to,Crane-2,A39,
30873,Move_from,Crane-2,A39,
30873,Move_from,Crane-1,B34,
30919,Move_to,Crane-2,A18,
30919,Pick_up,Crane-2,A18,SP-RT-A18-093
30919,Move_from,Crane-2,A18,
30927,Move_to,Crane-2,cn1,
30927,Put_down,Crane-2,cn1,SP-RT-A18-093
30927,Move_from,Crane-2,cn1,
30937,Move_to,Crane-1,A04,
30937,Put_down,Crane-1,A04,SP-RS-B34-058
30937,Move_from,Crane-1,A04,
30939,Move_to,Crane-1,B03,
30939,Pick_up,Crane-1,B03,SP-RS-B03-104
30939,Move_from,Crane-1,B03,
30941,Move_to,Crane-1,A04,
30941,Put_down,Crane-1,A04,SP-RS-B03-104
30941,Move_from,Crane-1,A04,
30943,Move_to,Crane-1,B03,
30943,Pick_up,Crane-1,B03,SP-RS-B03-103
30943,Move_from,Crane-1,B03,
30949,Move_to,Crane-2,B31,
30949,Pick_up,Crane-2,B31,SP-RS-B31-063
30949,Move_from,Crane-2,B31,
30963,Move_to,Crane-1,A13,
30963,Put_down,Crane-1,A13,SP-RS-B03-103
30963,Move_from,Crane-1,A13,
30965,Move_to,Crane-2,B24,
30965,Put_down,Crane-2,B24,SP-RS-B31-063
30965,Move_from,Crane-2,B24,
30980,Release,,cn2,
30989,Move_to,Crane-1,B00,
30989,Pick_up,Crane-1,B00,SP-ST-B00-429
30989,Move_to,Crane-2,B13,
30989,Pick_up,Crane-2,B13,SP-RS-B13-097
30989,Move_from,Crane-2,B13,
30989,Move_from,Crane-1,B00,
30989,Move_to,Crane-2,B13,
30989,Pick_up,Crane-2,B13,SP-RS-B13-096
30989,Move_from,Crane-2,B13,
31019,Move_to,Crane-2,B26,
31019,Put_down,Crane-2,B26,SP-RS-B13-096
31019,Move_from,Crane-2,B26,
31019,Move_to,Crane-2,B26,
31019,Put_down,Crane-2,B26,SP-RS-B13-097
31019,Move_from,Crane-2,B26,
31027,Move_to,Crane-2,A30,
31027,Pick_up,Crane-2,A30,SP-RT-A30-118
31027,Move_from,Crane-2,A30,
31047,Move_to,Crane-2,A40,
31047,Avoiding_wait_start,Crane-2,A40,
31063,Avoiding_wait_finish,Crane-2,A40,
31063,Move_from,Crane-2,A40,
31063,Move_to,Crane-1,A35,
31063,Put_down,Crane-1,A35,SP-ST-B00-429
31063,Move_from,Crane-1,A35,
31090,Release,,cn3,
31095,Move_to,Crane-2,cn2,
31095,Put_down,Crane-2,cn2,SP-RT-A30-118
31095,Move_from,Crane-2,cn2,
31127,Move_to,Crane-2,A40,
31127,Pick_up,Crane-2,A40,SP-RT-A40-147
31127,Move_from,Crane-2,A40,
31129,Release,,cn1,
31129,Move_to,Crane-2,cn3,
31129,Put_down,Crane-2,cn3,SP-RT-A40-147
31129,Move_from,Crane-2,cn3,
31131,Move_to,Crane-1,B03,
31131,Pick_up,Crane-1,B03,SP-RS-B03-102
31131,Move_from,Crane-1,B03,
31151,Move_to,Crane-1,A13,
31151,Avoiding_wait_start,Crane-1,A13,
31173,Release,,cn2,
31179,Avoiding_wait_finish,Crane-1,A13,
31179,Move_from,Crane-1,A13,
31179,Move_to,Crane-2,A18,
31179,Pick_up,Crane-2,A18,SP-RT-A18-092
31179,Move_from,Crane-2,A18,
31187,Move_to,Crane-2,cn1,
31187,Put_down,Crane-2,cn1,SP-RT-A18-092
31187,Move_from,Crane-2,cn1,
31195,Move_to,Crane-1,A21,
31195,Put_down,Crane-1,A21,SP-RS-B03-102
31195,Move_to,Crane-2,cn2,
31195,Move_from,Crane-2,cn2,
31195,Move_from,Crane-1,A21,
31209,Move_to,Crane-2,A19,
31209,Pick_up,Crane-2,A19,SP-RT-A19-123
31209,Move_from,Crane-2,A19,
31223,Move_to,Crane-2,cn2,
31223,Put_down,Crane-2,cn2,SP-RT-A19-123
31223,Move_from,Crane-2,cn2,
31237,Move_to,Crane-1,B00,
31237,Pick_up,Crane-1,B00,SP-ST-B00-428
31237,Move_from,Crane-1,B00,
31239,Move_to,Crane-2,A32,
31239,Pick_up,Crane-2,A32,SP-RS-A32-066
31239,Move_from,Crane-2,A32,
31255,Move_to,Crane-2,A40,
31255,Avoiding_wait_start,Crane-2,A40,
31311,Avoiding_wait_finish,Crane-2,A40,
31311,Move_from,Crane-2,A40,
31311,Move_to,Crane-1,A35,
31311,Put_down,Crane-1,A35,SP-ST-B00-428
31311,Move_from,Crane-1,A35,
31319,Move_to,Crane-1,B31,
31319,Pick_up,Crane-1,B31,SP-RS-B31-062
31319,Move_from,Crane-1,B31,
31321,Release,,cn2,
31369,Move_to,Crane-2,A13,
31369,Put_down,Crane-2,A13,SP-RS-A32-066
31369,Move_from,Crane-2,A13,
31381,Move_to,Crane-2,A19,
31381,Pick_up,Crane-2,A19,SP-RT-A19-122
31381,Move_from,Crane-2,A19,
31383,Move_to,Crane-1,B01,
31383,Put_down,Crane-1,B01,SP-RS-B31-062
31383,Move_from,Crane-1,B01,
31387,Move_to,Crane-1,B03,
31387,Pick_up,Crane-1,B03,SP-RS-B03-101
31387,Move_from,Crane-1,B03,
31389,Move_to,Crane-1,A04,
31389,Put_down,Crane-1,A04,SP-RS-B03-101
31389,Move_from,Crane-1,A04,
31395,Move_to,Crane-2,cn2,
31395,Put_down,Crane-2,cn2,SP-RT-A19-122
31395,Move_from,Crane-2,cn2,
31397,Move_to,Crane-1,B00,
31397,Pick_up,Crane-1,B00,SP-ST-B00-427
31397,Move_from,Crane-1,B00,
31411,Move_to,Crane-2,A32,
31411,Pick_up,Crane-2,A32,SP-RS-A32-065
31411,Move_from,Crane-2,A32,
31419,Move_to,Crane-1,A11,
31419,Put_down,Crane-1,A11,SP-ST-B00-427
31419,Move_from,Crane-1,A11,
31423,Move_to,Crane-2,B26,
31423,Put_down,Crane-2,B26,SP-RS-A32-065
31423,Move_from,Crane-2,B26,
31435,Move_to,Crane-1,B03,
31435,Pick_up,Crane-1,B03,SP-RS-B03-100
31435,Move_from,Crane-1,B03,
31447,Move_to,Crane-1,B09,
31447,Avoiding_wait_start,Crane-1,B09,
31451,Avoiding_wait_finish,Crane-1,B09,
31451,Move_from,Crane-1,B09,
31451,Move_to,Crane-2,A14,
31451,Pick_up,Crane-2,A14,SP-RS-A14-114
31451,Move_from,Crane-2,A14,
31463,Move_to,Crane-1,B15,
31463,Put_down,Crane-1,B15,SP-RS-B03-100
31463,Move_from,Crane-1,B15,
31473,Move_to,Crane-2,B24,
31473,Put_down,Crane-2,B24,SP-RS-A14-114
31473,Move_from,Crane-2,B24,
31487,Move_to,Crane-1,A03,
31487,Pick_up,Crane-1,A03,SP-RS-A03-089
31487,Move_from,Crane-1,A03,
31491,Move_to,Crane-2,A32,
31491,Pick_up,Crane-2,A32,SP-RS-A32-064
31491,Move_to,Crane-1,B01,
31491,Put_down,Crane-1,B01,SP-RS-A03-089
31491,Move_from,Crane-2,A32,
31491,Move_from,Crane-1,B01,
31497,Release,,cn2,
31503,Release,,cn1,
31509,Move_to,Crane-1,B10,
31509,Avoiding_wait_start,Crane-1,B10,
31529,Avoiding_wait_finish,Crane-1,B10,
31529,Move_from,Crane-1,B10,
31529,Move_to,Crane-2,B15,
31529,Put_down,Crane-2,B15,SP-RS-A32-064
31529,Move_from,Crane-2,B15,
31563,Move_to,Crane-2,A30,
31563,Pick_up,Crane-2,A30,SP-RT-A30-117
31563,Move_from,Crane-2,A30,
31575,Move_to,Crane-1,B31,
31575,Pick_up,Crane-1,B31,SP-RS-B31-061
31575,Move_to,Crane-2,A36,
31575,Move_from,Crane-2,A36,
31575,Move_from,Crane-1,B31,
31599,Move_to,Crane-2,cn2,
31599,Put_down,Crane-2,cn2,SP-RT-A30-117
31599,Move_from,Crane-2,cn2,
31617,Move_to,Crane-2,B17,
31617,Pick_up,Crane-2,B17,SP-RT-B17-121
31617,Move_from,Crane-2,B17,
31627,Move_to,Crane-2,cn1,
31627,Put_down,Crane-2,cn1,SP-RT-B17-121
31627,Move_from,Crane-2,cn1,
31639,Move_to,Crane-1,A01,
31639,Put_down,Crane-1,A01,SP-RS-B31-061
31639,Move_from,Crane-1,A01,
31641,Move_to,Crane-1,B00,
31641,Pick_up,Crane-1,B00,SP-ST-B00-426
31641,Move_from,Crane-1,B00,
31649,Move_to,Crane-2,B31,
31649,Pick_up,Crane-2,B31,SP-RS-B31-060
31649,Move_from,Crane-2,B31,
31659,Move_to,Crane-2,B26,
31659,Put_down,Crane-2,B26,SP-RS-B31-060
31659,Move_from,Crane-2,B26,
31667,Move_to,Crane-1,A13,
31667,Put_down,Crane-1,A13,SP-ST-B00-426
31667,Move_from,Crane-1,A13,
31671,Move_to,Crane-2,A32,
31671,Pick_up,Crane-2,A32,SP-RS-A32-063
31671,Move_from,Crane-2,A32,
31693,Move_to,Crane-1,B00,
31693,Pick_up,Crane-1,B00,SP-ST-B00-425
31693,Move_from,Crane-1,B00,
31706,Release,,cn1,
31709,Move_to,Crane-2,B15,
31709,Put_down,Crane-2,B15,SP-RS-A32-063
31709,Move_from,Crane-2,B15,
31719,Move_to,Crane-1,A13,
31719,Put_down,Crane-1,A13,SP-ST-B00-425
31719,Move_from,Crane-1,A13,
31721,Move_to,Crane-2,B21,
31721,Pick_up,Crane-2,B21,SP-RT-B21-116
31721,Move_from,Crane-2,B21,
31723,Move_to,Crane-2,cn1,
31723,Put_down,Crane-2,cn1,SP-RT-B21-116
31723,Move_from,Crane-2,cn1,
31739,Move_to,Crane-1,B03,
31739,Pick_up,Crane-1,B03,SP-RS-B03-099
31739,Move_from,Crane-1,B03,
31751,Move_to,Crane-2,A34,
31751,Pick_up,Crane-2,A34,SP-RS-A34-046
31751,Move_from,Crane-2,A34,
31763,Move_to,Crane-2,A28,
31763,Avoiding_wait_start,Crane-2,A28,
31783,Avoiding_wait_finish,Crane-2,A28,
31783,Move_from,Crane-2,A28,
31783,Move_to,Crane-1,B24,
31783,Put_down,Crane-1,B24,SP-RS-B03-099
31783,Move_from,Crane-1,B24,
31817,Move_to,Crane-2,A13,
31817,Put_down,Crane-2,A13,SP-RS-A34-046
31817,Move_from,Crane-2,A13,
31819,Move_to,Crane-2,A12,
31819,Pick_up,Crane-2,A12,SP-RS-A12-103
31819,Move_from,Crane-2,A12,
31825,Move_to,Crane-2,B15,
31825,Put_down,Crane-2,B15,SP-RS-A12-103
31825,Move_from,Crane-2,B15,
31829,Move_to,Crane-2,B13,
31829,Pick_up,Crane-2,B13,SP-RS-B13-095
31829,Move_from,Crane-2,B13,
31833,Move_to,Crane-1,B00,
31833,Pick_up,Crane-1,B00,SP-ST-B00-424
31833,Move_to,Crane-2,B15,
31833,Put_down,Crane-2,B15,SP-RS-B13-095
31833,Move_from,Crane-1,B00,
31833,Move_from,Crane-2,B15,
31837,Move_to,Crane-2,B13,
31837,Pick_up,Crane-2,B13,SP-RS-B13-094
31837,Move_from,Crane-2,B13,
31855,Move_to,Crane-1,A11,
31855,Put_down,Crane-1,A11,SP-ST-B00-424
31855,Move_from,Crane-1,A11,
31857,Move_to,Crane-1,A12,
31857,Pick_up,Crane-1,A12,SP-RS-A12-102
31857,Move_from,Crane-1,A12,
31861,Move_to,Crane-2,B24,
31861,Put_down,Crane-2,B24,SP-RS-B13-094
31861,Move_to,Crane-1,A14,
31861,Pick_up,Crane-1,A14,SP-RS-A14-113
31861,Move_from,Crane-1,A14,
31861,Move_from,Crane-2,B24,
31880,Release,,cn1,
31883,Move_to,Crane-2,A14,
31883,Move_from,Crane-2,A14,
31883,Move_to,Crane-2,A14,
31883,Pick_up,Crane-2,A14,SP-RS-A14-112
31883,Move_from,Crane-2,A14,
31887,Move_to,Crane-1,A01,
31887,Put_down,Crane-1,A01,SP-RS-A14-113
31887,Move_from,Crane-1,A01,
31887,Move_to,Crane-1,A01,
31887,Put_down,Crane-1,A01,SP-RS-A12-102
31887,Move_from,Crane-1,A01,
31897,Move_to,Crane-2,A21,
31897,Move_from,Crane-2,A21,
31897,Move_to,Crane-2,A21,
31897,Put_down,Crane-2,A21,SP-RS-A14-112
31897,Move_from,Crane-2,A21,
31925,Move_to,Crane-2,B33,
31925,Avoiding_wait_start,Crane-2,B33,
31940,Release,,cn2,
31945,Avoiding_wait_finish,Crane-2,B33,
31945,Move_from,Crane-2,B33,
31945,Move_to,Crane-1,A28,
31945,Pick_up,Crane-1,A28,SP-RT-A28-109
31945,Move_from,Crane-1,A28,
31961,Move_to,Crane-1,cn1,
31961,Put_down,Crane-1,cn1,SP-RT-A28-109
31961,Move_from,Crane-1,cn1,
31967,Move_to,Crane-1,A19,
31967,Pick_up,Crane-1,A19,SP-RT-A19-121
31967,Move_from,Crane-1,A19,
31989,Move_to,Crane-2,B13,
31989,Pick_up,Crane-2,B13,SP-RS-B13-093
31989,Move_to,Crane-1,A08,
31989,Move_from,Crane-1,A08,
31989,Move_from,Crane-2,B13,
32025,Move_to,Crane-1,cn2,
32025,Put_down,Crane-1,cn2,SP-RT-A19-121
32025,Move_from,Crane-1,cn2,
32041,Move_to,Crane-2,B37,
32041,Put_down,Crane-2,B37,SP-RS-B13-093
32041,Move_from,Crane-2,B37,
32077,Move_to,Crane-1,B00,
32077,Pick_up,Crane-1,B00,SP-ST-B00-423
32077,Move_from,Crane-1,B00,
32077,Move_to,Crane-1,B00,
32077,Pick_up,Crane-1,B00,SP-ST-B00-422
32077,Move_from,Crane-1,B00,
32086,Release,,cn2,
32091,Move_to,Crane-2,A14,
32091,Move_from,Crane-2,A14,
32091,Move_to,Crane-2,A14,
32091,Pick_up,Crane-2,A14,SP-RS-A14-111
32091,Move_from,Crane-2,A14,
32103,Move_to,Crane-1,A13,
32103,Put_down,Crane-1,A13,SP-ST-B00-422
32103,Move_from,Crane-1,A13,
32107,Move_to,Crane-1,A11,
32107,Put_down,Crane-1,A11,SP-ST-B00-423
32107,Move_from,Crane-1,A11,
32119,Move_to,Crane-2,A26,
32119,Move_from,Crane-2,A26,
32119,Move_to,Crane-2,A26,
32119,Put_down,Crane-2,A26,SP-RS-A14-111
32119,Move_from,Crane-2,A26,
32123,Move_to,Crane-1,A19,
32123,Pick_up,Crane-1,A19,SP-RT-A19-120
32123,Move_from,Crane-1,A19,
32147,Move_to,Crane-1,A07,
32147,Avoiding_wait_start,Crane-1,A07,
32151,Avoiding_wait_finish,Crane-1,A07,
32151,Move_from,Crane-1,A07,
32151,Move_to,Crane-2,A12,
32151,Pick_up,Crane-2,A12,SP-RS-A12-101
32151,Move_from,Crane-2,A12,
32155,Move_to,Crane-2,A14,
32155,Pick_up,Crane-2,A14,SP-RS-A14-110
32155,Move_from,Crane-2,A14,
32189,Move_to,Crane-1,cn2,
32189,Move_from,Crane-1,cn2,
32189,Move_to,Crane-1,cn2,
32189,Put_down,Crane-1,cn2,SP-RT-A19-120
32189,Move_from,Crane-1,cn2,
32205,Move_to,Crane-2,B37,
32205,Put_down,Crane-2,B37,SP-RS-A14-110
32205,Move_from,Crane-2,B37,
32205,Move_to,Crane-2,B37,
32205,Put_down,Crane-2,B37,SP-RS-A12-101
32205,Move_from,Crane-2,B37,
32235,Move_to,Crane-1,A03,
32235,Move_from,Crane-1,A03,
32235,Move_to,Crane-1,A03,
32235,Pick_up,Crane-1,A03,SP-RS-A03-088
32235,Move_from,Crane-1,A03,
32239,Move_to,Crane-1,A01,
32239,Put_down,Crane-1,A01,SP-RS-A03-088
